Tags added by POP - Ugly,Clean,Mitch's Category,Laura's Category
ac8d9217813mb,AC8 D9217 813mb,Call Number,Call Number
ac8d9217839h,AC8 D9217 839h,Call Number,Call Number
ac8em348897c,AC8 Em348 897c,Call Number,Call Number
ac8f2297847f,AC8 F2297 847f,Call Number,Call Number
ac8g2877833n,AC8 G2877 833n,Call Number,Call Number
ac8g5415846t,AC8 G5415 846t,Call Number,Call Number
ac8h3115838h,AC8 H3115 838h,Call Number,Call Number
ac8h3188846mb,AC8 H3188 846mb,Call Number,Call Number
ac8h3188850sb,AC8 H3188 850sb,Call Number,Call Number
ac8h3188864p,AC8 H3188 864p,Call Number,Call Number
ac8h3188a825y,AC8 H3188 A825y,Call Number,Call Number
ac8h3188a949v,AC8 H3188 A949v,Call Number,Call Number
ac8h3993852m1854,AC8 H3993 852m 1854,Call Number,Call Number
ac8h4145852c,AC8 H4145 852c,Call Number,Call Number
ac8h4145879f,AC8 H4145 879f,Call Number,Call Number
ac8h4145d843m,AC8 H4145 D843m,Call Number,Call Number
ac8h5468836s1852,AC8 H5468 836s 1852,Call Number,Call Number
ac8l5113838s,AC8 L5113 838s,Call Number,Call Number
ac8l8603830e,AC8 L8603 830e,Call Number,Call Number
ac8l8603846b,AC8 L8603 846b,Call Number,Call Number
ac8m8503840p,AC8 M8503 840p,Call Number,Call Number
ac8n9636821j,AC8 N9636 821j,Call Number,Call Number
ac8p2822836s,AC8 P2822 836s,Call Number,Call Number
ac8p2822840g,AC8 P2822 840g,Call Number,Call Number
ac8p5306g837g,AC8 P5306G 837g,Call Number,Call Number
ac8p7526s901n,AC8 P7526 S901n,Call Number,Call Number
ac8sh472846s,AC8 Sh472 846s,Call Number,Call Number
ac8si262846l,AC8 Si262 846l,Call Number,Call Number
ac8si262862m,AC8 Si262 862m,Call Number,Call Number
ac8si488827l,AC8 Si488 827l,Call Number,Call Number
ac8si488845w,AC8 Si488 845w,Call Number,Call Number
ac8si488855fb,AC8 Si488 855fb,Call Number,Call Number
ac8sp862830v,AC8 Sp862 830v,Call Number,Call Number
ac8t4898860p,AC8 T4898 860p,Call Number,Call Number
ac8t7953836p,AC8 T7953 836p,Call Number,Call Number
ac8v6686846s,AC8 V6686 846s,Call Number,Call Number
ac8w6168845a,AC8 W6168 845a,Call Number,Call Number
ac8w6187847s,AC8 W6187 847s,Call Number,Call Number
ac8w6187870b,AC8 W6187 870b,Call Number,Call Number
ac8w7458814o,AC8 W7458 814o,Call Number,Call Number
ac85c5915l870fportfolio,AC85 C5915 L870f Portfolio,Call Number,Call Number
academiajuliacarolina,Academia Julia Carolina,Entity,Organization
,Accademia clementina,,
accademiadeglintrepidiferraraitaly,"Accademia degl'intrepidi (Ferrara, Italy)",Place,Place
,Accademia dei fisiocritici in Siena,,
,Accademia nazionale dei Lincei,,
accademianazionaledeilinceibiblioteca,Accademia nazionale dei Lincei. Biblioteca,Entity,Organization
acciaiolitoriglioni,Acciaioli Toriglioni,,Person
acciaiuolitoriglioni,Acciaiuoli Toriglioni,,Person
,"Acciaiuoli, Donato, 1429-1478",,
accoltigiuliod1572,"Accolti, Giulio, d. 1572",Person,Person
accursius,Accursius,,Person
,"Accursius, glossator, approximately 1182-approximately 1260",,
achilles,Achilles,,Person
,Achilles (Greek mythology),,
,"Acquaviva d’Aragona, Andrea Matteo, c.1570 - 1647",,
acrostics,Acrostics,,Genre
adbiblrobhanf,Ad Bibl. Rob. Hanf,,Hybrid
adconventuramsauiensefforderemsaug1735,Ad Conventu Ramsauiense FF. ord. Erem. S. Aug. 1735,,Hybrid
adppfranciscanosmonachijbibl,Ad PP. Franciscanos Monachij Bibl.,,Hybrid
adusumfratrisjoannisfranciscideroma,Ad usum fratris Joannis Francisci de Roma,,Hybrid
,Adam (Biblical figure),,
,"Adam, de Saint-Victor, d. 1192",,
,"Adami, Francesco Raimondo, 1711-1792",,
,"Adams, E. E.  (Ezra Eastman), 1813-1871",,
adamsrandolphgreenfield18921951,"Adams, Randolph Greenfield, 1892-1951",Person,Person
adamsthomasrandolph19212008,"Adams, Thomas Randolph, 1921-2008",Person,Person
adimarialessandro15791649,"Adimari, Alessandro, 1579-1649",Person,Person
admontaustria,Admont (Austria),Place,Place
,"Adolphus, Carolus",,
adornoagostino,"Adorno, Agostino",Person,Person
,Aegisthus (Greek mythology),,
,Aemilia Paulla,,
,Aemilia Tertia,,
,Aeneis,,
aepinusjohann14991553,"Aepinus, Johann, 1499-1553",Person,Person
afrasaintofaugsburgdca304,"Afra, Saint, of Augsburg, d. ca. 304",Person,Person
,Agamemnon (Greek mythology),,
agbironied,"Agbironi, Ed.",Person,Person
,Ages of Man,,
,Agnus Dei,,
,Agreda (Spain),,
,"Agricola, Stephan, 1491-1547",,
,Agriensis,,
agrigentoitalyprovince,Agrigento (Italy : Province),Place,Place
agrigentoalleanzanazionaledellibrodelegazioneprovinciale,"Agrigento Alleanza Nazionale del Libro, Delegazione Provinciale",Person,Person
,"Agrippina, Major, ca. 14 B.C.-33 A.D.",,
,"Agrippina, Minor, 15-59",,
aguilarphilippus,"Aguilar, Philippus",Person,Person
,Ahoghill (Ireland),,
,"Ailesbury, Charles Bruce, Earl of, 1682-1747",,
,Akademie (Bamberg),,
,"Al Segno della Salamandra, 1539-1562",,
alabasterwilliam15671640,"Alabaster, William, 1567-1640",Person,Person
,"Alantsee, Leonhard, d. 1518",,
,"Alantsee, Lucas, d. 1523",,
álavayurbinajosémaríadefl1848,"Álava y Urbina, José María de, fl. 1848",Person,Person
,"Alba, Bonifacius de",,
,"Albany, N.Y.",,
,"Albarrán, Gerónimo de",,
,"Alberius, Dominicus",,
,"Albert, Duke of Prussia, 1490-1568",,
,"Albert, of Brandenburg, Archbishop and Elector of Mainz, Cardinal, 1490-1545",,
,"Albertano, da Brescia, 13th cent.",,
,"Albertus, de Padua, d. 1328",,
albertusmagnussaint11931280,"Albertus, Magnus, Saint, 1193?-1280",Person,Person
,"Albin, Johann, -1620",,
,"Albrecht V, Duke of Bavaria, 1528-1579",,
albrechtviiarchdukeofaustria15591621,"Albrecht VII, Archduke of Austria, 1559-1621",Person,Person
,"Albrecht, Erik",,
,Alcalà (Spain),,
,Alcester (England),,
alchinomassimiliano,"Alchino, Massimiliano",Person,Person
aldennathan,"Alden, Nathan",Person,Person
,Aldersbach (Germany),,
,"Alegrete, Fernando Telles da Silva, Marquês de, 1662-1731",,
alençonfrance,Alençon (France),Place,Place
,Alessandria (Italy),,
,"Alessi, Stefano",,
alexander,Alexander,,Person
alexanderromance,Alexander Romance,,Genre
alexanderthegreat,Alexander the Great,,Person
alexanderthegreatromancesetc,"Alexander the Great (Romances, etc.)",,Hybrid
alexanderwedderburnearlofrosslyn17331805,"Alexander Wedderburn , Earl of Rosslyn, 1733-1805",Person,Person
,"Alexander, of Hales, ca. 1185-1245",,
alexanderthegreat356323bc,"Alexander, the Great, 356-323 B.C.",Person,Person
,"Alexandrino, Joaquim Pedro",,
alexandrostoupollinou,Alexandros tou Pollinou,,Person
alfanifamily,Alfani family,,Family 
alfonsoiidestedukeofferraramodenaandreggio15331597,"Alfonso II d'Este, Duke of Ferrara, Modena, and Reggio, 1533-1597",Person,Person
algiersalgeria,Algiers (Algeria),Place,Place
,"Allen, R. S.",,
,"Allen, Simon",,
,"Alleyne, Thomas",,
,"Alleyne, Thomas\",,
,"Alliata, Antonini",,
,"Alliata, Antonino",,
alligators,Alligators,Animal,Animal
allynsonusjacobus,"Allynsonus, Jacobus",Person,Person
,"Almack, Edward, 1852-1917",,
,"Almeida, Francisco António de, ca 1702-1755",,
almeidafranciscoantóniodeca17021755,"Almeida, Francisco António de, ca. 1702-1755",Person,Person
,"Aloisius, Johann",,
,"Aloisius, Johannes",,
,"Alonso de Aragón, 1470-1520",,
,"Alopa, Lorenzo de",,
alsacefrance,Alsace (France),Place,Place
,"Altenburg (Thuringia, Germany)",,
,"Altenburg (Thuringia, Germany)‏",,
altenburggermany,"Altenburg, Germany",Place,Place
,Altkirch (France),,
altomünstergermany,Altomünster (Germany),Place,Place
altöttinggermany,Altötting (Germany),Place,Place
,Amalthea,,
amatoriuslactantius,"Amatorius, Lactantius",Person,Person
,Amazons,,
ambrosesaintbishopofmilan397,"Ambrose, Saint, Bishop of Milan, -397",Person,Person
ambrosesaintbishopofmiland397,"Ambrose, Saint, Bishop of Milan, d. 397",Person,Person
,"Ambrosini, Raimondo",,
amerbachjohannes14411513,"Amerbach, Johannes, 1441?-1513",Person,Person
,American Antiquarian Society,,
americanblackchamber,American Black Chamber,,Title
americancultureclasscollection,American Culture Class Collection,,Collection
ammianus,Ammianus,,Person
amorbachgermany,Amorbach (Germany),Place,Place
,Amphion,,
amsterdamnetherlands,Amsterdam (Netherlands),Place,Place
anagrambookplates,Anagram bookplates,Type,Type Provenance
anagrams,Anagrams,,Genre
,Ancona (Italy),,
,"Anderhub, Jakob Heinrich",,
,"Anderson, H. P. Quincy, Mrs.",,
,Andlau (France),,
andrerichart,Andre Richart,,Person
,Andreae Wecheli Heredes,,
,"Andreae, Antonius, d. ca. 1320",,
,"Andreae, Lambert, d. 1597",,
,"Angeli, Giuseppe degli, fl. 1571-1580",,
,Angelico Grassi,,
angersfrance,Angers (France),Place,Place
anguianoagustinlopezde,"Anguiano, Agustin Lopez de",Person,Person
anguillaragiovanniandreadellca15171565,"Anguillara, Giovanni Andrea dell', ca. 1517-1565",Person,Person
,"Anigoni, Prospero",,
anjoufrance,Anjou (France),Place,Place
annazamiij,Anna Zami[...]ij,,Person
annakollegaugsburggermany,"Annakolleg (Augsburg, Germany)",Place,Place
,Annapolis (Md.),,
annibalelareus,Annibale Lareus,,Person
annibalislarei,Annibalis Larei,,Person
,Anno von Sangershausen,,
annotatedamericanblackchamber,Annotated American Black Chamber,,Title
annotations,Annotations,,Type Book Attribute
ansbachgermany,Ansbach (Germany),Place,Place
,"Ansbach (Mittelfranken, Germany)",,
,"Anshelm, Thomas",,
,"Ansorge, John",,
,Anstey family,,
,"Anstey, Christopher, 1680-1751",,
,"Anthoine, Hubert, fl. 1598-1630",,
,"Anthony, of Egypt, Saint, ca. 250-355 or 6",,
antigualibreríababra,Antigua Librería Babra,,Organization
antipapalsongs,Anti-papal songs,,Genre
antolinipatrizio18431927,"Antolini, Patrizio, 1843-1927",Person,Person
,"Antoninus Pius, Emperor of Rome, 86-161",,
,"Antoninus, Saint, Archbishop of Florence, 1389-1459",,
,Antonius Josephus Calasanctius Kohaut,,
antoniusmarcus8330bc,"Antonius, Marcus, 83?-30 B.C.",Person,Person
ants,Ants,Animal,Animal
,Antwerp (Belgium),,
,Anvers (Belgium),,
,"Aperger, Andreas, 1598-1658",,
apiariusmathiasapproximately15001554,"Apiarius, Mathias, approximately 1500-1554",Person,Person
,"Apiarius, Samuel, d. 1590",,
apollo,Apollo,Animal,Animal
,Apostles,,
,"Appelius, Philippus",,
approbations,Approbations,,Genre
,Apuleius,,
,"Aquila, Aegidius, 1496-1552",,
,"Aquila, Laurentius de",,
,Arachne (Greek mythology),,
arbiblelio,"Arbib, Lelio",Person,Person
,Archdiocese of Cologne (Germany),,
,"Archdiocese of Mainz (Rhineland-Palatinate, Germany)",,
,Archdiocese of Trier (Germany),,
,"Archer, Eleanor",Person,
,"Archer, Eleanor, 1660-1694",Person,
,"Archer, John",Person,
,"Archer, John William, ca. 1621-1682",Person,
,"Archer, John, 1661-1704",Person,
,"Archer, John, d. 1704",Person,
,"Archibald, Jacob",Person,
archintofilippo15001558,"Archinto, Filippo, 1500-1558",Person,Person
architecturalborders,Architectural borders,Type,Type Book Attribute
archivderhansestadtrostock,Archiv der Hansestadt Rostock,,Organization
,"Ardizzone, Pietro",,
arenbergléopoldphilippeducd16901754,"Arenberg, Léopold-Philippe, duc d', 1690-1754",Person,Person
,Arezzo (Italy),,
,Argia,,
,Argos (Greek mythology),,
,"Ariel, L",,
,Arienzo (Italy),Place,
,Arion,,
arisifrancesco16571743,"Arisi, Francesco, 1657-1743",Person,Person
aristotle,Aristotle,,Person
armandhonoré,"Armand, Honoré",Person,Person
armandovincenzo18581928,"Armando, Vincenzo, 1858-1928",Person,Person
armorialbindings,Armorial bindings,Type,Type Provenance
armorialbookplates,Armorial bookplates,Type,Type Provenance
armoriallabels,Armorial labels,Type,Type Provenance
armorialstamps,Armorial stamps,Type,Type Provenance
armorialwoodcuts,Armorial woodcuts,Type,Type Provenance
,"Arnaud, Petrus",Person,
arnoaldigiacomo,"Arnoaldi, Giacomo",Person,Person
arnoldbirckmannserben,Arnold Birckmanns Erben,Person,Person
arnoldusmatthias,"Arnoldus, Matthias",Person,Person
,"Arnolfini, Ottavio",Person,
,"Arnolfinus, Octavius",Person,
,"Arnolfinus, Ottavius",Person,
arnoultjoseph,"Arnoult, Joseph",Person,Person
arpinicaroli,"Arpini, Caroli",Person,Person
arpinocarlo,"Arpino, Carlo",Person,Person
arpinogiacomofrancesco16081684,"Arpino, Giacomo Francesco, 1608-1684",Person,Person
arrivabeneandreafl15341570,"Arrivabene, Andrea, fl. 1534-1570",Person,Person
arrivabenegiampietro1439or14401504,"Arrivabene, Giampietro, 1439 or 1440-1504",Person,Person
arrivabenegiampietro1439or401504,"Arrivabene, Giampietro, 1439 or 40-1504",Person,Person
arrivabenegianpietro1439or14401504,"Arrivabene, Gian Pietro, 1439 or 1440-1504",Person,Person
arrivabenegianpietro1439or401504,"Arrivabene, Gian Pietro, 1439 or 40-1504",Person,Person
arrivabenegiovannipietro1439or14401504,"Arrivabene, Giovanni Pietro, 1439 or 1440-1504",Person,Person
arrivabenegiovannipietro1439or401504,"Arrivabene, Giovanni Pietro, 1439 or 40-1504",Person,Person
arrivabenepietro1439or401504,"Arrivabene, Pietro, 1439 or 40-1504",Person,Person
,Art ancien S.A.,,
,Artemis (Greek deity),,
,"Artemisia II, of Caria",,
arvanitidisgeorge,"Arvanitidis, George",Person,Person
arvanitidisgeorgios,"Arvanitidis, Georgios",Person,Person
,"Asbell, Milton B. (Milton Baron)",Person,
,Ascanius (Legendary character),,
,"Aschendorffius, Eberhardus",,
,"Ascherson, C. S. (Charles Stephen)",,
asensioeugenio,"Asensio, Eugenio",Person,Person
ashburnerwalter18641936,"Ashburner, Walter, 1864-1936",Person,Person
,"Ashburner, Walter, 1864-1936‏",Person,
,Ashby-de-la-Zouch (England),Place,
ashendenepress,Ashendene Press,Entity,Organization
ashtonfrank,"Ashton, Frank",Person,Person
asinescagloria,Asinesca Gloria,,Title
,Asklepios (Greek deity),,
asperhans,"Asper, Hans",Person,Person
aspinjohngeoffrey,"Aspin, John Geoffrey",Person,Person
asps,Asps,Animal,Animal
assisiitaly,Assisi (Italy),Place,Place
,Asti (Italy),Place,
,"Astle, Daniel, 1743-1826",,
astorgaspain,Astorga (Spain),Place,Place
,Astoria (Or.),,
athanasiussaintpatriarchofalexandriad373,"Athanasius, Saint, Patriarch of Alexandria, d. 373",Person,Person
,Athena (Greek deity),,
aubepincharles,"Aubepin, Charles",Person,Person
aubertdocteur,"Aubert, docteur",Person,Person
aubertpierre18391915,"Aubert, Pierre, 1839-1915",Person,Person
,Auctoritates Aristotelis,,
,"Audibert, Pierre",,
,"Auerbach, Johannes, fl. 1405",,
augsburggermany,Augsburg (Germany),Place,Place
augsburggremnay,Augsburg (Gremnay),Place,Place
augustdukeofbraunschweiglüneburg15791666,"August, Duke of Braunschweig-Lüneburg, 1579-1666",Person,Person
,"August, Elector of Saxony, 1526-1586",,
augustinesaintbishopofhippo,"Augustine, Saint, Bishop of Hippo",Person,Person
,Augustiner-Chorherrenstift Gars,,
,Augustiner-Chorherrenstift Herrenchiemsee (Germany),,
augustinerchorherrenstiftpolling,Augustinerchorherren-Stift Polling,,Organization
,Augustinerchorherrenstift Rottenbuch,,
,Augustinian bindings,,
augustinianbookplates,Augustinian bookplates,,Type Provenance
augustinianinscription,Augustinian inscription,,Type Provenance
augustinianinscriptions,Augustinian inscriptions,,Type Provenance
augustinianrecollects,Augustinian Recollects,,Organization
augustinianstamps,Augustinian stamps,,Type Provenance
augustinians,Augustinians,,Organization
augustiniansramsaugermany,"Augustinians (Ramsau, Germany)",Hybrid,Hybrid
augustusfrederickdukeofsussex17731843,"Augustus Frederick, Duke of Sussex, 1773-1843",Person,Person
augustusfrederickprincedukeofsussex17731843,"Augustus Frederick, Prince, Duke of Sussex, 1773-1843",Person,Person
augustusemperorofrome63bc14ad,"Augustus, Emperor of Rome, 63 B.C.-14 A.D.",Person,Person
,"Aurelia Cotta, 120-54 B.C.",,
aureliusfranciscusdaniel,"Aurelius, Franciscus Daniel",Person,Person
ausgeschieden,Ausgeschieden,,Type Provenance
austenjohn,"Austen, John",Person,Person
austonjohn,"Auston, John",Person,Person
austriabundesdenkmalamt,Austria. Bundesdenkmalamt,Entity,Organization
austrianationalbibliothek,Austria. Nationalbibliothek,Entity,Organization
autographs,Autographs,Type,Type Provenance
autunfrance,Autun (France),Place,Place
auxonnefrance,Auxonne (France),Place,Place
,Avicenna,,
,Avignon (France),Place,
avogadrohieronimo,"Avogadro, Hieronimo",Person,Person
awards,Awards,Type,Type Provenance
,"Ayala, Josef de",Person,
,"Ayblinger, Georg",Person,
ba,B A,Monogram,Monogram
bc,B C,Monogram,Monogram
,B C D L,Monogram,
bdm,B D M,Monogram,Monogram
,B L S,Monogram,
bss,B S S,Monogram,Monogram
bcr,B. C. R.,Monogram,Monogram
bhblackwellltd,B.H. Blackwell Ltd.,Entity,Organization
,"Babst, Valentin",,
,"Bac, Govaert",,
,Bacchus (Greek deity),,
baccigiovannifrancesco,"Bacci, Giovanni Francesco",Person,Person
baccusjoannesfranciscus,"Baccus, Joannes Franciscus",Person,Person
bacongeorgewilliam,"Bacon, George William",Person,Person
,Bad Harzburg (Germany),,
,Bad Kreuznach (Germany),,
badlangensalzagermany,Bad Langensalza (Germany),Place,Place
badeleyhenryjohn18471951,"Badeley, Henry John, 1847-1951",Person,Person
,Baden (Germany),Place,
,"Badius, Josse, 1462-1535",Person,
,"Baglioni, Paolo",Person,
baglionis,"Baglioni, S.",Person,Person
,"Bagnacavallo, Giacomo, 1570-1631",Person,
bagnarariccardo,"Bagnara, Riccardo",Person,Person
bagotarms,Bagot arms,,Type Provenance
bagotfamily,Bagot family,,Family 
bagotwilliambagotbaron17281798,"Bagot, William Bagot, Baron, 1728-1798",Person,Person
bagpipes,Bagpipes,,Misc
,"Bailey, Robert",Person,
,"Baillie, Alexander William Mowbray, 1843-1921",Person,
bailliecc,"Baillie, C. C.",Person,Person
bailliegeorge16641738,"Baillie, George, 1664-1738",Person,Person
bairdwilliam,"Baird, William",Person,Person
,"Baird, William, Sir, 1654-1737",Person,
,Baker,Person,
bakergeorgefales18631929,"Baker, George Fales, 1863-1929",Person,Person
bakero,"Baker, O.",Person,Person
bakerol,"Baker, O. L.",Person,Person
,Balaam (Biblical figure),,
,"Balaus, Wilhelm Alexander",,
balbanibiagio,"Balbani, Biagio",Person,Person
baldinivittoriod1618,"Baldini, Vittorio, d. 1618",Person,Person
,Baldock,,
,Balduinus Dionysius,,
baldunghansd1545,"Baldung, Hans, d. 1545",Person,Person
baldwinjohn,"Baldwin, John",Person,Person
balestrieriantonio,"Balestrieri, Antonio",Person,Person
balestrierusantonius,"Balestrierus, Antonius",Person,Person
,"Balhorn, Johann, fl. 1575-1604",,
,"Balhorn, Johannes, -1573",,
ballbenjaminwilliams18161883,"Ball, Benjamin Williams, 1816-1883",Person,Person
ballardellisames18611938,"Ballard, Ellis Ames, 1861-1938",Person,Person
ballièredelaisementdenis17291800,"Ballière de Laisement, Denis, 1729-1800",Person,Person
balliolcollege,Balliol College,,Organization
balliolcollegeuniversityofoxford,Balliol College (University of Oxford),Entity,Organization
balmerinoabbey,Balmerino Abbey,,Organization
balmerinus,Balmerinus,,Organization
,"Baltimore, Md.",,
baltzerrobertmca18131838,"Baltzer, Robert M., ca. 1813-1838",Person,Person
baluzeetienne16301718,"Baluze, Etienne, 1630-1718",Person,Person
baluzeétienne16301718,"Baluze, Étienne, 1630-1718",Person,Person
bamberggermany,Bamberg (Germany),Place,Place
bancroftsamuel18401915,"Bancroft, Samuel, 1840-1915",Person,Person
,"Banelli, Andrea, 1595-1631",,
banffscotland,Banff (Scotland),Place,Place
banziitaly,Banzi (Italy),Place,Place
,"Barbançon, Marie de",,
barbançonmaried1601,"Barbançon, Marie, d. 1601",Person,Person
,"Barbara Sachsen, Herzogin, 1478-1534",,
barbarasaint,"Barbara, Saint",Person,Person
,Barbastro (Spain),,
barberinifamily,Barberini Family,,Family 
barcelonaspain,Barcelona (Spain),Place,Place
bardiserzellialberto,"Bardi Serzelli, Alberto",Person,Person
,"Bardi, Giannozzo de",,
bardónluis,"Bardón, Luis",Person,Person
bargiacchusnicolaus,"Bargiacchus, Nicolaus",Person,Person
,"Baring, Maurice, 1874-1945",,
baringthomas17991873,"Baring, Thomas, 1799-1873",Person,Person
baringthomassir17721848,"Baring, Thomas, Sir, 1772-1848",Person,Person
,"Barker, E.",,
,"Barker, Edmund Henry, 1788-1839",,
,"Barlow, Samuel B. (Samuel Bancroft), 1798-1876",,
,"Barlow, Samuel L. M. (Samuel Latham Mitchill), 1826-1889",,
barlowwilliam,"Barlow, William",Person,Person
barlowwilliamd1613,"Barlow, William, d. 1613",Person,Person
,"Barnes, Joseph, d. 1618",,
,"Barnes, Richard S.",,
barnsburylondonengland‏,"Barnsbury (London, England)‏",Hybrid,Hybrid
baronnorthwick,Baron Northwick,,Person
baronsinclair,Baron Sinclair,,Person
,"Baronius, Justus, approximately 1570-1606 or 1616",,
barottigiovanniandrea17011772,"Barotti, Giovanni Andrea, 1701-1772",Person,Person
barrett,Barrett,,Person
barrettcliftonwaller1901,"Barrett, Clifton Waller, 1901-",Person,Person
,"Barrett, William Phillips, 1861-1938",,
barretteroy,"Barrette, Roy",Person,Person
barrymorearthurhughsmithbarrybaron18431925,"Barrymore, Arthur Hugh Smith-Barry, Baron, 1843-1925",Person,Person
barterwgtwilliamgeorgethomas,"Barter, W. G. T. (William George Thomas)",Person,Person
,"Bartholomaeus, Anglicus, 13th cent.",,
,"Bartholomaeus, de Valdezoccho, fl. 1472-1476",,
bartholomewa,"Bartholomew, A.",Person,Person
,"Bartholomew, John",,
bartholomewjohnathan,"Bartholomew, Johnathan",Person,Person
bartholomewr,"Bartholomew, R.",Person,Person
,"Bartoli, Girolamo, fl. 1561-1591",,
bartolipietro,"Bartoli, Pietro",Person,Person
,"Bartolo, of Sassoferrato, 1313-1357",,
,"Bartsch, Zacharias",,
baruffaldi,Baruffaldi,,Person
baruffaldigirolamo16751755,"Baruffaldi, Girolamo, 1675-1755",Person,Person
,"Bärwald, Zacharias, d. 1598",,
,"Barzenorius, Benedictus",,
,"Barzenorius, Joannes Baptista",,
,"Barzenorius, Octavianus",,
,"Barzenorius, Petrus",,
,"Bascarini, Niccolò, fl. 1541-1554",,
baselswitzerland,Basel (Switzerland),Place,Place
basilewitchalex,"Basilewitch, Alex.",Person,Person
basilicadisanbernardinodasienalaquilaitaly,"Basilica di San Bernardino da Siena (L'Aquila, Italy)",Hybrid,Hybrid
,Basilica di San Pietro in Vaticano,,
basilisks,Basilisks,Animal,Animal
,"Basse, Franz, d. 1582",,
bastiafrance,Bastia (France),Place,Place
batemanthomaskeelinge18291887,"Bateman, Thomas Keelinge, 1829-1887",Person,Person
